spol,tip_putnika,godine,vrsta_putovanja,klasa,udaljenost_leta,vrijeme_odlaska_dolaska,kasnjenje_polaska_u_minutama,kasnjenje_dolaska_u_minutama,zadovoljstvo_putnika
zensko,Lojalan putnik,55,Poslovno putovanje,Poslovna,2699,2,0,3,Zadovoljan
zensko,Lojalan putnik,49,Poslovno putovanje,Poslovna,679,1,51,71,Zadovoljan
musko,Nelojalan putnik,33,Poslovno putovanje,Poslovna,423,4,0,5,Neutralan ili nezadovoljan
zensko,Lojalan putnik,57,Poslovno putovanje,Poslovna,4817,4,0,19,Zadovoljan
zensko,Lojalan putnik,35,Poslovno putovanje,Poslovna,3833,3,0,3,Zadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,2559,5,0,0,Zadovoljan
zensko,Nelojalan putnik,37,Poslovno putovanje,Ekonomska Plus,373,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,52,Lično putovanje,Ekonomska,2279,5,17,79,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Ekonomska,862,2,0,0,Zadovoljan
zensko,Lojalan putnik,14,Lično putovanje,Ekonomska,666,3,243,251,Neutralan ili nezadovoljan
zensko,Lojalan putnik,32,Poslovno putovanje,Poslovna,759,2,0,0,Zadovoljan
musko,Lojalan putnik,11,Lično putovanje,Ekonomska,2338,4,152,151,Neutralan ili nezadovoljan
musko,Lojalan putnik,12,Lično putovanje,Ekonomska,946,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Ekonomska,772,3,0,0,Zadovoljan
zensko,Nelojalan putnik,45,Poslovno putovanje,Poslovna,1011,2,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,21,Poslovno putovanje,Ekonomska,257,0,0,1,Neutralan ili nezadovoljan
zensko,Lojalan putnik,31,Poslovno putovanje,Ekonomska,164,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Poslovno putovanje,Ekonomska,166,3,17,17,Zadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,2280,4,19,38,Zadovoljan
musko,Lojalan putnik,13,Lično putovanje,Ekonomska,590,4,0,0,Zadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Poslovna,1597,2,0,5,Zadovoljan
zensko,Lojalan putnik,66,Poslovno putovanje,Poslovna,2264,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,30,Poslovno putovanje,Ekonomska Plus,814,5,0,0,Zadovoljan
musko,Lojalan putnik,44,Lično putovanje,Ekonomska,1024,1,2,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,3276,5,0,0,Zadovoljan
zensko,Lojalan putnik,37,Poslovno putovanje,Poslovna,2567,2,0,12,Zadovoljan
zensko,Lojalan putnik,39,Lično putovanje,Ekonomska,889,5,38,30,Neutralan ili nezadovoljan
musko,Nelojalan putnik,29,Poslovno putovanje,Poslovna,1009,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Poslovno putovanje,Ekonomska,198,5,42,65,Neutralan ili nezadovoljan
musko,Lojalan putnik,59,Poslovno putovanje,Poslovna,1598,3,0,0,Zadovoljan
musko,Lojalan putnik,19,Lično putovanje,Ekonomska,873,0,57,65,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,1399,4,16,4,Zadovoljan
musko,Lojalan putnik,22,Lično putovanje,Ekonomska,1145,5,0,10,Neutralan ili nezadovoljan
musko,Lojalan putnik,50,Lično putovanje,Ekonomska Plus,282,4,18,10,Zadovoljan
musko,Lojalan putnik,22,Poslovno putovanje,Ekonomska,1076,1,47,62,Zadovoljan
musko,Lojalan putnik,56,Poslovno putovanje,Poslovna,3927,4,0,1,Zadovoljan
musko,Lojalan putnik,39,Lično putovanje,Ekonomska,507,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,29,Lično putovanje,Ekonomska,325,3,0,0,Zadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,3404,5,8,0,Zadovoljan
musko,Lojalan putnik,56,Poslovno putovanje,Poslovna,2387,4,33,21,Zadovoljan
musko,Lojalan putnik,27,Poslovno putovanje,Poslovna,192,3,0,1,Zadovoljan
zensko,Nelojalan putnik,21,Poslovno putovanje,Ekonomska,972,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,362,1,0,17,Zadovoljan
zensko,Lojalan putnik,48,Poslovno putovanje,Poslovna,1587,1,60,68,Zadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,2611,5,0,0,Zadovoljan
zensko,Lojalan putnik,64,Lično putovanje,Ekonomska,651,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,49,Lično putovanje,Ekonomska,342,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,49,Poslovno putovanje,Poslovna,1625,5,0,4,Zadovoljan
musko,Lojalan putnik,23,Lično putovanje,Ekonomska Plus,361,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Poslovna,3511,5,0,29,Neutralan ili nezadovoljan
musko,Lojalan putnik,51,Lično putovanje,Ekonomska Plus,927,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,34,Poslovno putovanje,Poslovna,3666,4,0,0,Zadovoljan
zensko,Lojalan putnik,49,Poslovno putovanje,Poslovna,1187,1,33,40,Zadovoljan
zensko,Lojalan putnik,56,Poslovno putovanje,Ekonomska,106,2,11,4,Zadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Poslovna,235,2,24,24,Zadovoljan
musko,Lojalan putnik,25,Lično putovanje,Ekonomska,965,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,68,Lično putovanje,Ekonomska Plus,936,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,10,Lično putovanje,Ekonomska,1558,4,91,93,Neutralan ili nezadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Ekonomska,222,1,0,0,Zadovoljan
musko,Lojalan putnik,61,Lično putovanje,Poslovna,680,4,2,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,18,Lično putovanje,Ekonomska Plus,641,4,13,1,Neutralan ili nezadovoljan
zensko,Lojalan putnik,58,Poslovno putovanje,Poslovna,3065,5,0,0,Zadovoljan
zensko,Lojalan putnik,58,Poslovno putovanje,Poslovna,3736,1,52,41,Neutralan ili nezadovoljan
musko,Lojalan putnik,64,Lično putovanje,Ekonomska,1024,4,12,5,Neutralan ili nezadovoljan
musko,Lojalan putnik,66,Lično putovanje,Poslovna,685,4,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,21,Poslovno putovanje,Poslovna,296,0,19,12,Zadovoljan
musko,Lojalan putnik,39,Poslovno putovanje,Poslovna,337,4,5,0,Zadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Poslovna,1363,2,238,232,Zadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Ekonomska Plus,189,2,13,11,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,1620,4,7,0,Zadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Ekonomska,552,4,4,0,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,1616,4,2,6,Zadovoljan
zensko,Lojalan putnik,31,Poslovno putovanje,Ekonomska,646,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Lično putovanje,Ekonomska,404,4,21,13,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,3601,2,0,0,Zadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,635,2,150,156,Zadovoljan
musko,Lojalan putnik,25,Poslovno putovanje,Ekonomska,646,5,13,4,Zadovoljan
zensko,Nelojalan putnik,20,Poslovno putovanje,Ekonomska,317,4,23,14,Neutralan ili nezadovoljan
musko,Nelojalan putnik,46,Poslovno putovanje,Ekonomska,1892,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,10,Lično putovanje,Ekonomska,612,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,2609,3,0,0,Zadovoljan
musko,Lojalan putnik,32,Lično putovanje,Ekonomska,1357,3,4,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,14,Lično putovanje,Ekonomska,237,4,3,12,Neutralan ili nezadovoljan
zensko,Lojalan putnik,16,Poslovno putovanje,Poslovna,2442,2,0,0,Zadovoljan
zensko,Lojalan putnik,53,Lično putovanje,Ekonomska,950,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,55,Poslovno putovanje,Poslovna,2896,1,2,0,Zadovoljan
zensko,Lojalan putnik,28,Poslovno putovanje,Poslovna,1537,2,0,0,Zadovoljan
zensko,Lojalan putnik,49,Lično putovanje,Ekonomska,197,3,3,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,54,Lično putovanje,Ekonomska Plus,789,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,70,Lično putovanje,Ekonomska,541,4,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,782,2,9,19,Neutralan ili nezadovoljan
zensko,Lojalan putnik,48,Poslovno putovanje,Poslovna,951,1,0,0,Zadovoljan
musko,Lojalan putnik,7,Lično putovanje,Ekonomska,563,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,39,Poslovno putovanje,Ekonomska,109,3,0,5,Neutralan ili nezadovoljan
musko,Lojalan putnik,79,Poslovno putovanje,Ekonomska,414,1,1,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,28,Poslovno putovanje,Poslovna,502,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,990,4,37,38,Zadovoljan
zensko,Nelojalan putnik,27,Poslovno putovanje,Ekonomska Plus,1192,1,0,32,Neutralan ili nezadovoljan
zensko,Lojalan putnik,59,Poslovno putovanje,Poslovna,2869,5,0,1,Zadovoljan
zensko,Lojalan putnik,21,Lično putovanje,Ekonomska,401,2,71,117,Neutralan ili nezadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Ekonomska,425,4,0,0,Zadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Ekonomska,1095,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,1609,4,12,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,48,Poslovno putovanje,Ekonomska,1310,1,52,27,Neutralan ili nezadovoljan
musko,Lojalan putnik,59,Lično putovanje,Ekonomska,946,2,0,0,Zadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,3804,2,0,0,Zadovoljan
musko,Lojalan putnik,24,Lično putovanje,Ekonomska,125,4,47,94,Neutralan ili nezadovoljan
musko,Lojalan putnik,56,Lično putovanje,Ekonomska,429,1,35,29,Neutralan ili nezadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,3004,5,5,14,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,1455,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,28,Poslovno putovanje,Poslovna,833,3,0,0,Zadovoljan
zensko,Lojalan putnik,17,Lično putovanje,Ekonomska,1892,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Ekonomska Plus,789,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Poslovna,2254,3,2,0,Zadovoljan
musko,Nelojalan putnik,39,Poslovno putovanje,Poslovna,444,4,12,16,Zadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Ekonomska,522,5,40,26,Zadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Ekonomska,283,4,20,16,Neutralan ili nezadovoljan
musko,Lojalan putnik,13,Poslovno putovanje,Poslovna,1529,5,0,0,Zadovoljan
musko,Nelojalan putnik,29,Poslovno putovanje,Poslovna,1099,1,51,51,Neutralan ili nezadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Poslovna,2580,5,0,0,Zadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,1262,1,0,0,Zadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Ekonomska,109,1,0,11,Zadovoljan
zensko,Lojalan putnik,26,Lično putovanje,Ekonomska,271,0,100,93,Neutralan ili nezadovoljan
zensko,Lojalan putnik,27,Poslovno putovanje,Poslovna,2777,5,2,0,Zadovoljan
musko,Lojalan putnik,16,Poslovno putovanje,Poslovna,2865,2,2,0,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,920,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,34,Poslovno putovanje,Poslovna,414,3,2,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,30,Poslovno putovanje,Poslovna,2154,3,0,0,Zadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Ekonomska,2349,3,0,0,Zadovoljan
musko,Nelojalan putnik,21,Poslovno putovanje,Ekonomska,1773,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,61,Lično putovanje,Ekonomska,802,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,32,Poslovno putovanje,Poslovna,192,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,22,Lično putovanje,Ekonomska Plus,937,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Poslovna,1050,0,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,15,Poslovno putovanje,Ekonomska,370,2,3,8,Neutralan ili nezadovoljan
zensko,Lojalan putnik,29,Lično putovanje,Ekonomska,413,1,7,14,Neutralan ili nezadovoljan
zensko,Lojalan putnik,12,Lično putovanje,Ekonomska,372,5,89,88,Neutralan ili nezadovoljan
musko,Nelojalan putnik,50,Poslovno putovanje,Poslovna,641,2,7,17,Neutralan ili nezadovoljan
musko,Lojalan putnik,54,Poslovno putovanje,Ekonomska,528,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,69,Lično putovanje,Ekonomska,989,4,6,3,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Lično putovanje,Ekonomska,920,2,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska Plus,853,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,26,Poslovno putovanje,Ekonomska,352,5,108,99,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,2690,3,0,0,Zadovoljan
musko,Lojalan putnik,47,Poslovno putovanje,Poslovna,1846,2,62,55,Zadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,2475,1,0,0,Zadovoljan
musko,Nelojalan putnik,19,Poslovno putovanje,Ekonomska,461,3,141,121,Neutralan ili nezadovoljan
musko,Lojalan putnik,63,Lično putovanje,Ekonomska,622,5,10,11,Neutralan ili nezadovoljan
musko,Nelojalan putnik,18,Poslovno putovanje,Ekonomska,533,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,52,Lično putovanje,Ekonomska,125,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Ekonomska Plus,1464,2,0,3,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Poslovno putovanje,Poslovna,2355,2,24,0,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Ekonomska,77,1,0,0,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,2563,2,0,0,Zadovoljan
zensko,Nelojalan putnik,15,Poslovno putovanje,Ekonomska,986,2,0,6,Neutralan ili nezadovoljan
zensko,Lojalan putnik,49,Poslovno putovanje,Ekonomska,1750,5,132,117,Neutralan ili nezadovoljan
musko,Lojalan putnik,18,Lično putovanje,Ekonomska,793,4,91,71,Zadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Ekonomska,229,5,0,0,Zadovoljan
zensko,Lojalan putnik,25,Poslovno putovanje,Poslovna,1874,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,28,Poslovno putovanje,Poslovna,319,5,0,0,Zadovoljan
zensko,Lojalan putnik,37,Poslovno putovanje,Poslovna,2571,3,0,0,Zadovoljan
zensko,Lojalan putnik,31,Lično putovanje,Ekonomska,261,4,87,75,Neutralan ili nezadovoljan
zensko,Lojalan putnik,32,Lično putovanje,Ekonomska,557,4,81,63,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,196,4,0,5,Neutralan ili nezadovoljan
musko,Lojalan putnik,55,Poslovno putovanje,Poslovna,3934,3,0,0,Zadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2704,4,60,75,Zadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,2334,4,0,0,Zadovoljan
musko,Lojalan putnik,25,Poslovno putovanje,Poslovna,3848,2,0,0,Zadovoljan
zensko,Lojalan putnik,70,Lično putovanje,Ekonomska,409,5,0,14,Neutralan ili nezadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Ekonomska,907,3,19,11,Neutralan ili nezadovoljan
musko,Lojalan putnik,53,Lično putovanje,Ekonomska,262,5,70,55,Neutralan ili nezadovoljan
musko,Lojalan putnik,73,Poslovno putovanje,Poslovna,2141,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,32,Poslovno putovanje,Ekonomska Plus,859,0,0,0,Zadovoljan
musko,Lojalan putnik,30,Lično putovanje,Ekonomska Plus,237,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,19,Lično putovanje,Ekonomska,308,4,91,92,Neutralan ili nezadovoljan
musko,Lojalan putnik,33,Poslovno putovanje,Poslovna,3679,2,0,0,Zadovoljan
zensko,Lojalan putnik,13,Lično putovanje,Ekonomska,501,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Ekonomska Plus,550,4,0,0,Zadovoljan
zensko,Nelojalan putnik,31,Poslovno putovanje,Ekonomska,1118,1,0,20,Neutralan ili nezadovoljan
musko,Lojalan putnik,62,Poslovno putovanje,Poslovna,3179,1,0,0,Zadovoljan
musko,Lojalan putnik,29,Lično putovanje,Ekonomska,1085,4,8,11,Neutralan ili nezadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Poslovna,2807,1,0,7,Zadovoljan
musko,Lojalan putnik,34,Poslovno putovanje,Poslovna,3802,0,0,0,Zadovoljan
musko,Nelojalan putnik,45,Poslovno putovanje,Ekonomska,926,3,26,44,Neutralan ili nezadovoljan
zensko,Lojalan putnik,65,Lično putovanje,Ekonomska,192,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,48,Poslovno putovanje,Poslovna,235,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,8,Lično putovanje,Ekonomska,733,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Lično putovanje,Ekonomska,814,0,32,12,Neutralan ili nezadovoljan
zensko,Lojalan putnik,48,Poslovno putovanje,Poslovna,2075,4,0,0,Zadovoljan
zensko,Lojalan putnik,10,Lično putovanje,Ekonomska,2338,4,1,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,834,4,14,0,Zadovoljan
musko,Lojalan putnik,52,Poslovno putovanje,Poslovna,1778,4,4,7,Zadovoljan
musko,Nelojalan putnik,43,Poslovno putovanje,Ekonomska,1052,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,21,Poslovno putovanje,Poslovna,657,2,6,0,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,577,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,40,Poslovno putovanje,Poslovna,449,4,4,0,Zadovoljan
zensko,Lojalan putnik,8,Lično putovanje,Ekonomska,237,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,544,4,0,0,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,2556,4,0,0,Zadovoljan
zensko,Lojalan putnik,67,Lično putovanje,Ekonomska Plus,2475,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,3034,2,8,28,Zadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,366,1,0,0,Zadovoljan
zensko,Lojalan putnik,59,Poslovno putovanje,Poslovna,956,1,1,13,Neutralan ili nezadovoljan
musko,Lojalan putnik,29,Poslovno putovanje,Poslovna,2218,3,0,0,Zadovoljan
musko,Lojalan putnik,70,Lično putovanje,Ekonomska,456,1,19,45,Zadovoljan
musko,Lojalan putnik,12,Lično putovanje,Ekonomska Plus,1892,1,28,45,Neutralan ili nezadovoljan
musko,Nelojalan putnik,26,Poslovno putovanje,Poslovna,1262,0,9,0,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,3423,3,0,0,Zadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Poslovna,493,4,0,0,Zadovoljan
musko,Lojalan putnik,39,Lično putovanje,Ekonomska,163,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,68,Lično putovanje,Ekonomska,1117,2,7,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,32,Poslovno putovanje,Poslovna,2187,2,0,0,Zadovoljan
musko,Lojalan putnik,18,Lično putovanje,Ekonomska,1342,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,15,Lično putovanje,Ekonomska,304,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,1750,3,0,7,Zadovoljan
musko,Lojalan putnik,49,Lično putovanje,Ekonomska,216,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,25,Lično putovanje,Ekonomska,489,3,8,14,Neutralan ili nezadovoljan
zensko,Lojalan putnik,50,Lično putovanje,Ekonomska,370,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,1747,2,132,123,Zadovoljan
zensko,Lojalan putnik,33,Poslovno putovanje,Poslovna,773,2,140,129,Zadovoljan
musko,Lojalan putnik,17,Lično putovanje,Poslovna,200,1,40,27,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,405,1,0,5,Zadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Poslovna,1598,5,0,0,Zadovoljan
zensko,Nelojalan putnik,39,Poslovno putovanje,Poslovna,201,3,0,0,Zadovoljan
musko,Lojalan putnik,64,Poslovno putovanje,Poslovna,2475,3,4,0,Zadovoljan
musko,Lojalan putnik,52,Poslovno putovanje,Poslovna,3935,1,0,25,Zadovoljan
zensko,Lojalan putnik,30,Poslovno putovanje,Poslovna,2657,5,8,7,Neutralan ili nezadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Ekonomska,292,2,32,29,Zadovoljan
zensko,Lojalan putnik,48,Poslovno putovanje,Poslovna,544,2,62,46,Zadovoljan
musko,Lojalan putnik,29,Lično putovanje,Ekonomska,861,1,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,271,0,62,84,Zadovoljan
musko,Lojalan putnik,74,Poslovno putovanje,Ekonomska,134,5,43,41,Neutralan ili nezadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Poslovna,1276,1,10,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,46,Poslovno putovanje,Poslovna,3185,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,55,Poslovno putovanje,Poslovna,451,1,0,2,Zadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,1981,4,0,0,Zadovoljan
musko,Lojalan putnik,59,Lično putovanje,Poslovna,1605,5,41,19,Neutralan ili nezadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Poslovna,1005,4,3,0,Zadovoljan
zensko,Lojalan putnik,36,Poslovno putovanje,Ekonomska,455,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,16,Lično putovanje,Ekonomska,308,4,2,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Poslovno putovanje,Poslovna,812,4,0,0,Zadovoljan
zensko,Nelojalan putnik,38,Poslovno putovanje,Ekonomska,414,0,17,2,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Poslovno putovanje,Ekonomska,190,2,0,0,Zadovoljan
zensko,Lojalan putnik,25,Poslovno putovanje,Poslovna,1197,5,0,5,Zadovoljan
zensko,Lojalan putnik,55,Lično putovanje,Ekonomska Plus,814,2,25,19,Neutralan ili nezadovoljan
zensko,Lojalan putnik,40,Lično putovanje,Ekonomska,1514,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,21,Lično putovanje,Ekonomska,632,5,9,,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,38,Poslovno putovanje,Poslovna,213,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,10,Lično putovanje,Ekonomska,852,5,1,1,Neutralan ili nezadovoljan
zensko,Lojalan putnik,60,Poslovno putovanje,Poslovna,1056,1,214,210,Zadovoljan
zensko,Nelojalan putnik,45,Poslovno putovanje,Ekonomska,1013,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,54,Poslovno putovanje,Ekonomska,575,0,0,8,Neutralan ili nezadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,3236,4,0,13,Zadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,2764,5,8,15,Zadovoljan
zensko,Lojalan putnik,46,Lično putovanje,Ekonomska Plus,399,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,20,Poslovno putovanje,Poslovna,408,0,0,0,Zadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Poslovna,1162,4,0,4,Zadovoljan
musko,Lojalan putnik,36,Lično putovanje,Ekonomska Plus,1744,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,13,Lično putovanje,Ekonomska,366,4,63,47,Neutralan ili nezadovoljan
musko,Lojalan putnik,38,Lično putovanje,Ekonomska Plus,368,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,33,Poslovno putovanje,Poslovna,239,1,0,0,Zadovoljan
musko,Lojalan putnik,63,Lično putovanje,Ekonomska,695,1,7,32,Neutralan ili nezadovoljan
zensko,Lojalan putnik,60,Poslovno putovanje,Poslovna,1020,4,5,0,Zadovoljan
zensko,Lojalan putnik,62,Lično putovanje,Ekonomska,163,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Ekonomska,125,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,24,Poslovno putovanje,Ekonomska Plus,1208,5,1,0,Zadovoljan
